tweet_text,cleaned_text,label,disaster_type
"RT @DaniIsdale: Leaving the newsroom now, thinking of all the #nswrfs volunteers who will keep working all weekend to save houses and lives…",leaving newsroom thinking nswrfs volunteer keep working weekend save house,11,Wildfire
"RT @TODAYonline: 3-hour PSI reading soars from 103 at 11am to 124 at 12 noon, according to @NEAsg #sghaze http://t.co/ZFs7OTtbvh",hour psi reading soar noon according sghaze,6,Haze
Security increasd at Bob Hope Airport due 2 LAX shootin http://t.co/pPuhYT5OJa #BobHopeAirport #JennyWedge #LAX #VictorGill,security increasd bob hope airport due lax shootin bobhopeairport jennywedge lax victorgill,8,Shooting
Amtrak restores service between NYC and Albany after fatal derailment; delays expected http://t.co/6ThPnenCIB #business,amtrak restores service nyc albany fatal derailment delay expected business,9,Transportation Accident
RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,sad hear nightclub fire brazil tragedy praying everyone affected,4,Fire
There is still the potential for #tornado activity across SEQ. #bigwet,still potential tornado activity across seq bigwet,5,Flood
Philippine Emergency Hotlines #prayforphilippines #habagat #Maring http://t.co/T2jaMtbL6t,philippine emergency hotlines prayforphilippines habagat maring,5,Flood
"RT @UP2DATEMMA: White visited Boston, wrote checks for bombing victims - Mixed Martial Arts News http://t.co/pY8JQ3j7hJ",white visited boston wrote check bombing victim mixed martial art news,0,Bombing
#sghaze yay im touching the clouds!! *acting dumb*,sghaze yay im touching cloud acting dumb,6,Haze
"RT @Polyvinyl: Grab @sslyby's new album for just $1, part of a great cause for Philippines Typhoon victims http://t.co/fbQUxtWD7X http://t.…",grab new album part great cause philippine typhoon victim,10,Typhoon
RT @livinginsg: Check this out guys....this is how the haze looks like...from above Singapore. http://t.co/rbbU4WG8UV,check guysthis haze look likefrom singapore,6,Haze
"RT @JoaquinKuchar: #USA Official: Over 10,000 feared dead in Typhoon Haiyan: The typhoon is among the most powerful storms ever r... http:/…",usa official feared dead typhoon haiyan typhoon among powerful storm ever,10,Typhoon
RT @miguelcbs4: #BREAKING @CBSNews special report on #LAXShooting about to begin @CBSMIAMI,breaking special report laxshooting begin,8,Shooting
"NYC train derailment kills 4, hurts more than 60  http://t.co/t4Y1ASRUEl",nyc train derailment kill hurt,9,Transportation Accident
"RT @991PLRFM: RT @ABC7NY: #BREAKING NEWS:  Officials confirm 4 dead, 67 injured in Metro-North derailment in the Bronx  http://t.co/3Wri0dj…",breaking news official confirm dead injured metronorth derailment bronx,9,Transportation Accident
"RT @rsmccain: ICYMI: The West, Texas Explosion: Before and After http://t.co/TqvRrbtqFE - via @ViralRead",icymi west texas explosion via,3,Explosion
RT @mclarkhamilton BOMB SQUAD has arrived on scene of SWAT and POLICE engagement with suspect 2 #Watertown #Boston,bomb squad arrived scene swat police engagement suspect watertown boston,0,Bombing
RT @DickMNixon: I wonder if this #tsa agent as the #laxshooter #lax is related to releasing #lapd of airport security 1 month ago #latimes …,wonder tsa agent laxshooter lax related releasing lapd airport security month ago latimes,8,Shooting
Unnnno need fi stop bout go swim in this dutty water #abflood,unnnno need fi stop bout go swim dutty water abflood,5,Flood
CNN news Tsunami alert as 7.6 quake strikes off Costa Rica: A tsunami alert is issued for Central America after ... http://t.co/2HehvYYZ,cnn news tsunami alert quake strike costa rica tsunami alert issued central america,2,Earthquake
Airport Shooting Suspect Still Hospitalized: The 23-year-old suspect in Friday's shooting at Los Ang... http://t.co/uZHiCa2Tru @dizining,airport shooting suspect still hospitalized yearold suspect friday shooting los ang,8,Shooting
"@tobeymonster Bangladesh police detain 2 engineers involved in approving collapsed building's design: SAVAR, Bangladesh (AP) — Bangla...",bangladesh police detain engineer involved approving collapsed building design savar bangladesh ap bangla,1,Building Collapse
“@EmmaK46: Thinking of everyone helping to fight fires in Australia. Every day heros... 😢 http://t.co/Jpdlg1FrE1” #amazing #heros 🐨,thinking everyone helping fight fire australia every day hero amazing hero,11,Wildfire
#Gov20 News - Forest Service calls in Air Force tankers to battle Colorado fires http://t.co/QTY8ziQn,gov news forest service call air force tanker battle colorado fire,11,Wildfire
RT @FluffyIfaafy: Singapore so rich already. Can't they give workers a few off days from work. The haze is so bad.,singapore rich already ca give worker day work haze bad,6,Haze
"RT @BBCBreaking: Joe Cusker, 59, becomes 10th person to die following police helicopter crash on Glasgow's #Clutha pub in November - @polic…",joe cusker becomes th person die following police helicopter crash glasgow clutha pub november,9,Transportation Accident
LAX shooting suspect was troubled http://t.co/3iMEvYKRTw,lax shooting suspect troubled,8,Shooting
The train in Spain is full mostly of remains.,train spain full mostly remains,9,Transportation Accident
RT @cnnbrk: The death toll from Typhoon Bopha in Philippines is up to 95. http://t.co/r0fxKDwG,death toll typhoon bopha philippine,10,Typhoon
Shots fired three doors down from my house on Franklin. Tsarnaev captured. Surreal! @cnnbrk  http://t.co/yFIgB2Czcn,shot fired three door house franklin tsarnaev captured surreal,0,Bombing
RT @SacIntlAirport: Outgoing flights to and from LAX  via SMF delayed indefinitely due to #LAXshooting. Call your airline for details,outgoing flight lax via smf delayed indefinitely due laxshooting call airline detail,8,Shooting
"DEADLY INFERNO: More Than 180 Killed in Brazil Nightclub Fire: Bus Crashes Into Ravine in Portugal, Killing 10Re... http://t.co/vfp4SukI",deadly inferno killed brazil nightclub fire bus crash ravine portugal killing,4,Fire
"RT @BreakingNews: Officials: Colorado's High Park fire claims 181 homes, the most in state history - @denverpost http://t.co/Vf9Z667f",official colorado high park fire claim home state history,11,Wildfire
RT @grasswire: Person on stretcher loaded into ambulance at #LAX http://t.co/25FzgNKvcn,person stretcher loaded ambulance lax,8,Shooting
"RT @rajoyee: Sohel Rana, owner of Rana Plaza, arrested from Benapol. http://t.co/DAXehvkOBk #SavarTragedy #Shahbag #Bangladesh",sohel rana owner rana plaza arrested benapol savartragedy shahbag bangladesh,1,Building Collapse
Suspect in LAX Shooting Spree Targeted TSA - ABC News http://t.co/ijShPjwB3A,suspect lax shooting spree targeted tsa abc news,8,Shooting
"Sharla's Labyrinth: Russian Meteor Was US Weapons Test, Claims Russian... http://t.co/H3YRbJ7N @oreillyfactor @SarahPalinUSA @AllenWest",sharlas labyrinth russian meteor u weapon test claim russian,7,Meteor
"Orlando man killed by FBI had ties to Boston Marathon bombing suspect, NBC News confirms http://t.co/DiVcqBiK4l",orlando man killed fbi tie boston marathon bombing suspect nbc news confirms,0,Bombing
"There is no link with haze and kiamat, like seriously, it's only Singapore, Malaysia and Indonesia not the whole world.",link haze kiamat like seriously singapore malaysia indonesia whole world,6,Haze
RT @CNBMinhyuk: [!!] B.L.U.E for A CAUSE: Calling for donations for the victims of Super Typhoon Haiyan/Yolanda in the Philippines. http://…,blue cause calling donation victim super typhoon haiyanyolanda philippine,10,Typhoon
RT @RunCompetitor: A major explosion went off next to Marathon Sports store on Boylston Street near to the Boston Marathon finish line.  ...,major explosion went next marathon sport store boylston street near boston marathon finish line,0,Bombing
"RT @ChannelNewsAsia: Video showing acts of kindness in #SGHaze, touching a lot of hearts - http://t.co/Li61UscMEe",video showing act kindness sghaze touching lot heart,6,Haze
"NDRRMC: 95 dead, 61 injured due to Typhoon Pablo. http://t.co/Wc90yG4v",ndrrmc dead injured due typhoon pablo,10,Typhoon
RT @wacotrib: News from Hillcrest hospital CEO on West explosion: 61 patients treated so far. No deaths at this time.,news hillcrest hospital ceo west explosion patient treated far death time,3,Explosion
RT @RealMacKaySTV: RT @STVNews: Eight people now confirmed dead in the Glasgow helicopter crash http://t.co/7TXzPnNdFZ,eight people confirmed dead glasgow helicopter crash,9,Transportation Accident
Wow at that #meteor strike in Russia! Last night my hubby and I were sure we spotted one on a much smaller scale here in London.,wow meteor strike russia last night hubby sure spotted one much smaller scale london,7,Meteor
RT @buzzbishop: This Is NOT how you win friends. #wtf #yycflood MT @CalgaryParking: regular parking rates are in effect today.,win friend wtf yycflood mt regular parking rate effect today,5,Flood
Praying for the shooting victims at LAX❤️🙌🙏,praying shooting victim,8,Shooting
RT @carryonswag: #prayforboston http://t.co/h43pa361QK,prayforboston,0,Bombing
Powerful quake hits Costa Rica http://t.co/qT05Zjfv,powerful quake hit costa rica,2,Earthquake
@BasedBieberLife LA Airport 'Shooting' Prompts Evacuation: The Los Angeles Fire Department says it is assisting law enforce...  @deadmau5,la airport shooting prompt evacuation los angeles fire department say assisting law enforce,8,Shooting
RT @mrbrown: Friend: I treat you Haagen Dazs!  Me: Yay!  Friend: Open your mouth! Here! Haze 跟 Dust!  #sghaze,friend treat haagen dazs yay friend open mouth haze dust sghaze,6,Haze
"RT @CatholicRelief: Typhoon Haiyan: Hardest-hit areas have no water, food, electricity or other supplies: http://t.co/WXvoFJxy9D",typhoon haiyan hardesthit area water food electricity supply,10,Typhoon
"shooting at LAX airport, reasons i dislike people.",shooting lax airport reason dislike people,8,Shooting
RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,sad hear nightclub fire brazil tragedy praying everyone affected,4,Fire
"Spain high-speed train crashes near Santiago de Compostela | euronews, world news: http://t.co/QufTQsNUFk",spain highspeed train crash near santiago de compostela euronews world news,9,Transportation Accident
RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,sad hear nightclub fire brazil tragedy praying everyone affected,4,Fire
#News #Asia - Typhoon Bopha heading for southern Philippines: A powerful typhoon is bearing down on the southern... http://t.co/PfxdZSzh,news asia typhoon bopha heading southern philippine powerful typhoon bearing southern,10,Typhoon
Three arrests so far in Brazil nightclub blaze: Wakes and burials begin for 233 victims - mostly university stud... http://t.co/rrpWuQgD,three arrest far brazil nightclub blaze wake burial begin victim mostly university stud,4,Fire
"RT @markos: The wonder of libertarian zoning laws, West, Texas edition http://t.co/B79tF0geJE. TWO schools next to fertilizer plant",wonder libertarian zoning law west texas edition two school next fertilizer plant,3,Explosion
"RT @AlertNet: Quakes in southwest #China kill dozens, damage 20,000 homes http://t.co/0j1oq79l #earthquake",quake southwest china kill dozen damage home earthquake,2,Earthquake
RT @TimTebow: Wow... Praying for everyone effected by the explosions in Boston today.,wow praying everyone effected explosion boston today,0,Bombing
"Powerful quake hits Costa Rica, two dead - Reuters: Globe and MailPowerful quake hits Costa Rica, two deadReuter... http://t.co/jHE4Gitd",powerful quake hit costa rica two dead reuters globe mailpowerful quake hit costa rica two deadreuter,2,Earthquake
Shocked at Russian meteor and the passing of an astroid at 17k miles all within 24 hours.. The cosmic odds are like winning the lottery 3x..,shocked russian meteor passing astroid mile within hour cosmic odds like winning lottery,7,Meteor
I'm surprised the #RussianMeteor didn't cause a bunch of car accidents in the Youtube videos.,im surprised russianmeteor cause bunch car accident youtube video,7,Meteor
RT @BradWillis: I am halfway across the world &amp; Twitter is bringing me news of the #LAX shooting faster than CNN’s site. This is…the new ag…,halfway across world twitter bringing news lax shooting faster cnn site new,8,Shooting
RT @IamReyno: RT @glocdash9: RT @gmanews: UST Hospital appeals to PHL Red Cross for water and food. #rescuePH #reliefPH (via @Joseph_Morong),ust hospital appeal phl red cross water food rescueph reliefph via,5,Flood
"God,pls.protect us always especially from this coming #Typhoon,signal no.3 is not a joke!",godplsprotect u always especially coming typhoonsignal joke,10,Typhoon
RT @57UN: Only in Texas.. This is what no zoning regulations looks like.. #WestExplosion #Waco http://t.co/a5plOGNtok #abcnews24,texas zoning regulation look like westexplosion waco abcnews,3,Explosion
“@cnnbrk: Officials: At least 57 bush fires rage in Australia; state of emergency declared http://t.co/yXhbue3Umk” 😥,official least bush fire rage australia state emergency declared,11,Wildfire
